year,team_name,nflverse_team,n_qualified,n_starter_qualified,total_snaps,total_pressures,team_pressure_rate,team_sack_rate_pff,team_avg_pbwr,team_min_pbwr,team_max_pbwr,team_std_pbwr,team_range_pbwr,team_avg_grade,team_min_grade,team_std_grade,wl_player,wl_position,wl_pbwr,wl_delta,wl_snap_share,wl_pressure_rate,tps_total_snaps,tps_total_pressures,tps_team_pressure_rate,tps_team_sack_rate_pff,tps_avg_pbwr,tps_min_pbwr,tps_max_pbwr,tps_std_pbwr,tps_range_pbwr,tps_avg_grade,tps_min_grade,tps_std_grade,tps_wl_player,tps_wl_position,tps_wl_pbwr,tps_wl_delta,tps_wl_snap_share,tps_wl_pressure_rate,n_dropbacks,total_epa,total_success,total_sacks_nfl,total_qb_hits,avg_cpoe,pass_epa_per_play,pass_success_rate,sack_rate,qb_hit_rate
2024,CHI,CHI,7,5,3438,160,0.04653868528214078,0.009598603839441536,95.34760907504364,90.72,96.57,2.5054264915901836,5.849999999999994,67.58571428571427,38.4,15.25236905876467,Braxton Jones,T,94.48,0.8676090750436316,0.13699825479930192,0.055201698513800426,1779,130,0.07307476110174255,0.017425519955030916,92.69017425519954,85.71,94.82,3.7049554974513854,9.11,57.97142857142857,26.5,16.031085873568088,Braxton Jones,T,90.83,1.8601742551995386,0.12872400224845418,0.09170305676855896,690,-39.95793,278.0,68.0,104.0,-0.20389354,-0.05791004347826086,0.4028985507246377,0.09855072463768116,0.15072463768115943
2024,CIN,CIN,6,6,3676,207,0.056311207834602826,0.007616974972796518,94.36778291621327,92.03,97.03,1.7554676489946104,5.0,57.833333333333336,39.7,14.28491045357536,Cody Ford,T,92.03,2.3377829162132713,0.12622415669205658,0.07974137931034483,1616,145,0.08972772277227722,0.012995049504950494,91.02512995049504,86.63,96.45,3.6261628020080225,9.820000000000007,51.25,29.1,18.217546486835158,Cody Ford,T,86.63,4.395129950495047,0.125,0.13366336633663367,723,119.3925,374.0,48.0,122.0,6.7867885,0.16513485477178422,0.5172890733056709,0.06639004149377593,0.16874135546334718
2024,CLV,CLE,7,6,3625,186,0.05131034482758621,0.007172413793103448,94.86788137931035,92.41,96.25,1.542442404574176,3.8400000000000034,63.07142857142857,52.9,6.0221021483958825,Germain Ifedi,T,92.41,2.4578813793103507,0.10179310344827586,0.07588075880758807,1534,121,0.0788787483702738,0.01108213820078227,92.11159713168188,86.44,95.6,3.2617399680305,9.159999999999997,58.42857142857143,49.8,5.662659647702156,Jack Conklin,T,87.72,4.391597131681877,0.14863102998696218,0.12280701754385964,770,-164.17094,285.0,66.0,148.0,-4.135698,-0.213209012987013,0.37012987012987014,0.08571428571428572,0.19220779220779222
2024,DAL,DAL,7,5,3492,143,0.04095074455899198,0.007731958762886598,95.90351374570447,94.08,97.9,1.5792930908057172,3.8200000000000074,60.442857142857136,45.0,9.077601948910138,Tyler Guyton,T,94.08,1.8235137457044743,0.12571592210767468,0.05922551252847381,1658,115,0.06936067551266586,0.015681544028950542,93.06445114595898,89.8,96.04,2.713471682444573,6.240000000000009,51.57142857142857,33.1,11.386792683589512,Terence Steele,T,89.8,3.2644511459589864,0.21290711700844392,0.10198300283286119,687,-70.07641,280.0,38.0,83.0,-4.825573,-0.1020035080058224,0.40756914119359533,0.055312954876273655,0.12081513828238719
2024,DEN,DEN,6,5,3261,87,0.02667893284268629,0.003986507206378411,97.33328733517325,95.38,98.45,1.1254154788343742,3.0700000000000074,75.10000000000001,58.8,10.861307471939098,Mike McGlinchey,T,96.63,0.7032873351732576,0.16375344986200552,0.033707865168539325,1419,61,0.04298801973220578,0.009161381254404511,95.69999999999999,93.02,97.33,1.7555967646358883,4.310000000000002,69.06666666666668,56.8,9.95483132286362,Mike McGlinchey,T,93.75,1.9499999999999886,0.15785764622973925,0.0625,645,44.829163,283.0,24.0,56.0,0.7797567,0.06950257829457364,0.4387596899224806,0.037209302325581395,0.08682170542635659
2024,DET,DET,5,5,2851,133,0.04665029814100315,0.00701508242721852,95.33527884952649,93.66,96.88,1.4937971749872867,3.219999999999999,68.12,56.2,8.170495700996359,Taylor Decker,T,93.66,1.6752788495264923,0.17151876534549282,0.06339468302658487,1070,93,0.08691588785046729,0.014018691588785047,91.30827102803738,86.11,94.88,3.5447101432980377,8.769999999999996,54.239999999999995,25.1,19.312120546434045,Graham Glasgow,G,86.11,5.198271028037382,0.20186915887850468,0.1388888888888889,597,165.3382,323.0,33.0,87.0,5.6620097,0.27694840871021775,0.541038525963149,0.05527638190954774,0.1457286432160804
2024,GB,GB,5,5,2706,128,0.04730229120473023,0.004434589800443459,95.26864005912786,93.77,97.15,1.2994344923850556,3.3800000000000097,75.82000000000001,64.9,8.17294316632631,Rasheed Walker,T,93.77,1.4986400591278652,0.20768662232076865,0.06227758007117438,1219,87,0.07136997538966366,0.009023789991796555,92.86498769483184,90.09,95.65,2.2327964528814537,5.560000000000002,66.56,48.9,15.387429934852669,Josh Myers,C,90.09,2.774987694831836,0.1903199343724364,0.09913793103448276,525,82.68334,246.0,22.0,72.0,1.3371058,0.1574920761904762,0.4685714285714286,0.0419047619047619,0.13714285714285715
2024,HST,HOU,7,6,3368,168,0.0498812351543943,0.009204275534441805,95.01381532066507,91.78,97.12,2.1278706101014073,5.340000000000003,64.45714285714286,39.7,16.463379274707158,Kenyon Green,G,92.0,3.013815320665074,0.10391923990498812,0.08,1595,133,0.08338557993730407,0.01567398119122257,91.66180564263324,86.06,95.25,3.5372628643385515,9.189999999999998,52.14285714285713,19.9,20.60557021316139,Kenyon Green,G,86.06,5.601805642633238,0.10344827586206896,0.1393939393939394,662,-9.803569,278.0,54.0,107.0,-2.3839588,-0.014809016616314199,0.4199395770392749,0.08157099697885196,0.16163141993957703
2024,IND,IND,8,6,2806,144,0.05131860299358518,0.007127583749109052,94.866931575196,90.96,96.71,2.408965397367567,5.75,65.6375,48.7,12.085639353026739,Dalton Tucker,G,91.4,3.466931575196,0.09942979330007128,0.08602150537634409,1267,100,0.07892659826361484,0.013417521704814523,92.10827150749802,87.05,96.55,3.8255223732937993,9.5,59.3,40.8,12.765354899660478,Matt Goncalves,T,87.05,5.05827150749802,0.10970797158642462,0.12949640287769784,569,-29.405998,234.0,32.0,79.0,-4.942838,-0.05168013708260105,0.4112478031634446,0.056239015817223195,0.13884007029876977
2024,JAX,JAX,5,5,2715,93,0.03425414364640884,0.004788213627992633,96.57300184162061,94.67,97.79,1.2313001258832075,3.1200000000000045,68.72,61.9,5.281287721758775,Anton Harrison,T,94.67,1.9030018416206076,0.2143646408839779,0.05326460481099656,1378,80,0.05805515239477504,0.007982583454281567,94.19207547169812,91.81,96.58,1.905011810987007,4.769999999999996,57.54,49.8,5.7190908368376165,Anton Harrison,T,91.81,2.3820754716981156,0.21262699564586357,0.08191126279863481,611,0.99742866,262.0,32.0,67.0,-0.74010164,0.001632452798690671,0.4288052373158756,0.05237315875613748,0.10965630114566285
