player,position,team_name,player_game_count,grades_pass_block,hits_allowed,hurries_allowed,pressures_allowed,sacks_allowed,snap_counts_pass_block,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,all_pass_pbwr,true_pass_set_pbwr,year
Matt Gono,T,ATL,9,46.6,5,10,16,1,206,34.6,4,8,13,1,91,92.23,85.71,2020
Terence Steele,T,DAL,16,49.1,5,34,48,9,616,43.0,2,25,32,5,269,92.21,88.1,2020
Bobby Hart,T,CIN,14,60.8,8,32,44,4,552,54.7,2,23,28,3,224,92.03,87.5,2020
Jawaan Taylor,T,JAX,16,51.8,6,44,58,8,718,53.0,4,28,38,6,338,91.92,88.76,2020
Jason Peters,T,PHI,8,66.1,4,16,28,8,339,49.2,2,11,19,6,138,91.74,86.23,2020
Rashaad Coward,G,CHI,6,46.1,5,11,19,3,229,37.5,4,8,15,3,90,91.7,83.33,2020
Shane Lemieux,G,NYG,9,16.9,6,14,25,5,299,0.0,5,7,14,2,104,91.64,86.54,2020
John Simpson,G,LV,5,40.1,4,8,13,1,155,40.0,2,7,10,1,77,91.61,87.01,2020
Austin Schlottmann,G,DEN,7,25.1,4,11,16,1,176,27.3,3,8,12,1,82,90.91,85.37,2020
Geron Christian,T,WAS,6,61.8,7,11,24,6,263,47.6,4,6,16,6,102,90.87,84.31,2020
Jack Driscoll,T,PHI,10,69.7,3,12,18,3,197,64.4,1,11,14,2,99,90.86,85.86,2020
Andrew Thomas,T,NYG,16,54.7,8,39,57,10,615,51.6,4,24,34,6,252,90.73,86.51,2020
Conor McDermott,T,NYJ,9,45.4,4,9,15,2,161,40.7,4,6,12,2,95,90.68,87.37,2020
Chuma Edoga,T,NYJ,6,45.0,3,10,15,2,153,44.5,3,5,10,2,76,90.2,86.84,2020
Pat Elflein,G,NYJ,7,30.5,4,18,24,2,239,24.1,3,11,15,1,105,89.96,85.71,2020
D.J. Fluker,T,BLT,12,57.5,3,21,26,2,254,37.0,2,15,19,2,98,89.76,80.61,2020
Josh Andrews,G,NYJ,9,18.1,2,21,25,2,188,1.9,1,17,19,1,87,86.7,78.16,2020
Rodney Hudson,C,ARZ,12,77.9,0,3,4,1,484,78.2,0,1,1,0,163,99.17,99.39,2021
Creed Humphrey,C,KC,17,81.2,1,8,10,1,805,75.0,0,5,6,1,358,98.76,98.32,2021
Corey Linsley,C,LAC,16,85.8,2,8,10,0,724,78.6,1,6,7,0,337,98.62,97.92,2021
Erik McCoy,C,NO,12,70.6,2,5,7,0,433,58.5,2,4,6,0,228,98.38,97.37,2021
J.C. Tretter,C,CLV,16,83.7,1,8,10,1,587,79.6,1,5,7,1,220,98.3,96.82,2021
Tristan Wirfs,T,TB,17,84.2,2,10,14,2,796,81.0,1,7,9,1,347,98.24,97.41,2021
Evan Brown,C,DET,13,72.4,3,4,8,1,455,71.5,2,1,4,1,224,98.24,98.21,2021
Joe Thuney,G,KC,17,88.8,2,13,16,1,805,82.4,1,11,13,1,358,98.01,96.37,2021
Alex Mack,C,SF,17,78.3,1,9,12,2,597,78.1,0,4,6,2,239,97.99,97.49,2021
Dennis Kelly,T,GB,5,75.2,0,3,4,1,185,75.9,0,2,2,0,48,97.84,95.83,2021
Kevin Zeitler,G,BLT,17,79.7,0,16,17,1,771,64.6,0,14,15,1,310,97.8,95.16,2021
Connor Williams,G,DAL,15,76.7,1,11,13,1,569,65.0,1,10,12,1,243,97.72,95.06,2021
Andre James,C,LV,17,68.8,3,12,17,2,730,71.9,2,9,12,1,401,97.67,97.01,2021
Tyron Smith,T,DAL,11,88.0,4,5,11,2,460,80.0,4,3,9,2,187,97.61,95.19,2021
Ted Karras,G,NE,14,76.9,2,6,11,3,425,83.6,0,2,3,1,183,97.41,98.36,2021
Oday Aboushi,G,LAC,5,70.6,1,4,5,0,193,59.5,1,4,5,0,71,97.41,92.96,2021
Justin Britt,C,HST,11,53.7,3,5,11,3,419,51.3,2,3,8,3,168,97.37,95.24,2021
Lane Johnson,T,PHI,13,81.2,1,10,11,0,416,73.0,1,8,9,0,191,97.36,95.29,2021
Ryan Jensen,C,TB,17,66.2,5,14,21,2,786,53.3,3,12,17,2,343,97.33,95.04,2021
Andrew Whitworth,T,LA,15,90.7,2,9,16,5,597,89.5,1,7,10,2,278,97.32,96.4,2021
Joel Bitonio,G,CLV,17,85.9,2,13,17,2,631,85.3,0,10,11,1,236,97.31,95.34,2021
Tyler Biadasz,C,DAL,17,69.4,4,17,21,0,764,57.1,3,13,16,0,329,97.25,95.14,2021
Shaq Mason,G,NE,15,73.1,3,11,15,1,545,62.3,2,8,11,1,238,97.25,95.38,2021
Zack Martin,G,DAL,16,88.7,5,13,19,1,688,79.5,5,10,16,1,293,97.24,94.54,2021
David Andrews,C,NE,17,72.2,3,13,17,1,610,55.2,2,9,12,1,261,97.21,95.4,2021
Ali Marpet,G,TB,16,77.8,2,17,20,1,712,67.0,1,14,16,1,307,97.19,94.79,2021
Jermaine Eluemunor,G,LV,4,67.0,1,4,5,0,178,64.3,1,3,4,0,119,97.19,96.64,2021
Kevin Dotson,G,PIT,9,78.4,2,5,10,3,354,64.5,2,4,8,2,136,97.18,94.12,2021
Kendrick Green,C,PIT,15,54.4,4,11,18,3,631,51.2,3,9,13,1,265,97.15,95.09,2021
Trai Turner,G,PIT,17,72.7,0,13,20,7,702,61.6,0,12,16,4,288,97.15,94.44,2021
Chase Roullier,C,WAS,8,71.1,2,7,9,0,315,65.5,1,4,5,0,125,97.14,96.0,2021
Brandon Linder,C,JAX,9,67.0,3,5,10,2,348,57.0,2,4,7,1,155,97.13,95.48,2021
Connor McGovern,C,NYJ,15,69.5,2,13,19,4,651,62.7,0,8,12,4,295,97.08,95.93,2021
Bradley Bozeman,C,BLT,16,75.2,3,15,21,3,718,70.4,3,9,13,1,294,97.08,95.58,2021
Michael Deiter,C,MIA,8,58.5,2,7,10,1,335,49.6,1,5,7,1,130,97.01,94.62,2021
George Fant,T,NYJ,15,75.1,3,14,18,1,594,69.5,2,9,11,0,270,96.97,95.93,2021
Jason Kelce,C,PHI,17,69.9,0,16,17,1,557,66.1,0,10,10,0,256,96.95,96.09,2021
Sean Harlow,G,ARZ,8,64.6,0,7,8,1,260,45.5,0,4,5,1,83,96.92,93.98,2021
John Leglue,G,PIT,6,72.8,1,7,8,0,259,57.4,1,7,8,0,98,96.91,91.84,2021
Jon Runyan,G,GB,16,71.1,3,15,20,2,636,62.5,2,11,15,2,215,96.86,93.02,2021
Trent Williams,T,SF,15,86.0,6,9,16,1,508,74.2,5,6,12,1,198,96.85,93.94,2021
Trent Brown,T,NE,9,82.5,3,4,8,1,252,82.0,2,3,6,1,125,96.83,95.2,2021
Lucas Patrick,C,GB,14,69.3,4,13,18,1,567,44.0,3,9,13,1,194,96.83,93.3,2021
Brian O'Neill,T,MIN,17,77.5,2,19,22,1,695,72.5,0,12,13,1,280,96.83,95.36,2021
Mitch Morse,C,BUF,17,72.4,2,21,25,2,779,62.4,1,15,18,2,341,96.79,94.72,2021
Mike Onwenu,G,NE,15,69.8,4,5,11,2,338,58.3,4,3,8,1,133,96.75,93.98,2021
Matt Pryor,T,IND,11,75.2,2,6,8,0,241,62.4,2,5,7,0,99,96.68,92.93,2021
Quenton Nelson,G,IND,13,62.0,6,8,15,1,448,63.8,5,6,12,1,205,96.65,94.15,2021
Joe Haeg,T,PIT,8,74.8,1,3,7,3,209,68.8,0,3,6,3,97,96.65,93.81,2021
Chukwuma Okorafor,T,PIT,16,63.0,7,14,23,2,683,55.1,7,10,19,2,289,96.63,93.43,2021
Andrew Norwell,G,JAX,17,73.5,5,16,24,3,709,59.7,5,14,21,2,336,96.61,93.75,2021
Matt Feiler,G,LAC,16,62.2,7,13,25,5,737,48.6,4,10,17,3,334,96.61,94.91,2021
Lane Taylor,G,HST,5,49.3,0,7,7,0,206,35.1,0,5,5,0,92,96.6,94.57,2021
Ben Cleveland,G,BLT,8,54.8,1,7,8,0,235,51.2,0,4,4,0,86,96.6,95.35,2021
J.C. Hassenauer,C,PIT,8,63.3,1,5,6,0,176,52.9,1,3,4,0,77,96.59,94.81,2021
Trey Hopkins,C,CIN,15,57.8,3,13,20,4,579,48.8,2,9,14,3,263,96.55,94.68,2021
Max Garcia,G,ARZ,13,62.3,0,13,17,4,493,64.2,0,8,9,1,180,96.55,95.0,2021
Rashawn Slater,T,LAC,16,80.3,6,16,26,4,752,66.6,5,13,21,3,359,96.54,94.15,2021
Dion Dawkins,T,BUF,16,81.6,6,15,25,4,723,75.2,5,10,18,3,318,96.54,94.34,2021
Andrew Thomas,T,NYG,13,82.1,3,13,18,2,517,78.2,1,9,12,2,239,96.52,94.98,2021
Brian Allen,C,LA,15,64.0,3,12,20,5,567,51.4,3,8,16,5,262,96.47,93.89,2021
Tyler Shatley,C,JAX,10,62.9,2,11,13,0,364,52.6,2,7,9,0,183,96.43,95.08,2021
Billy Price,C,NYG,15,54.9,4,18,24,2,649,45.4,2,13,16,1,280,96.3,94.29,2021
Pat Elflein,C,CAR,9,45.6,3,9,12,0,322,29.8,3,6,9,0,135,96.27,93.33,2021
La'el Collins,T,DAL,12,76.2,0,15,17,2,454,70.5,0,10,10,0,201,96.26,95.02,2021
Quinton Spain,G,CIN,16,58.9,3,15,23,5,611,51.5,2,8,14,4,282,96.24,95.04,2021
Taylor Moton,T,CAR,17,79.4,4,22,27,1,713,73.5,3,19,23,1,350,96.21,93.43,2021
Wyatt Teller,G,CLV,17,70.4,0,20,24,4,631,64.2,0,13,15,2,236,96.2,93.64,2021
Donovan Smith,T,TB,17,84.7,4,25,30,1,784,70.9,4,21,25,0,342,96.17,92.69,2021
Halapoulivaati Vaitai,G,DET,15,66.9,5,18,23,0,590,59.5,5,14,19,0,311,96.1,93.89,2021
Justin Pugh,G,ARZ,13,77.7,0,19,19,0,485,66.2,0,14,14,0,186,96.08,92.47,2021
Elgton Jenkins,T,GB,8,81.2,3,7,12,2,306,78.3,1,4,7,2,104,96.08,93.27,2021
Tytus Howard,G,HST,15,70.1,2,19,23,2,585,71.3,1,15,18,2,220,96.07,91.82,2021
Lloyd Cushenberry III,C,DEN,16,72.9,5,14,24,5,610,70.0,3,6,12,3,260,96.07,95.38,2021
Jake Matthews,T,ATL,17,77.2,5,18,26,3,660,73.1,3,10,15,2,258,96.06,94.19,2021
Ben Powers,G,BLT,13,66.1,3,15,21,3,532,50.9,2,10,15,3,225,96.05,93.33,2021
Michael Schofield III,G,LAC,14,75.2,4,18,24,2,605,62.1,3,15,20,2,302,96.03,93.38,2021
Sam Mustipher,C,CHI,17,62.6,3,24,28,1,701,46.7,2,16,19,1,306,96.01,93.79,2021
Ike Boettger,G,BUF,12,72.2,1,15,17,1,425,63.5,1,10,11,0,182,96.0,93.96,2021
Laken Tomlinson,G,SF,17,75.2,7,15,24,2,598,66.1,7,8,17,2,240,95.99,92.92,2021
Alex Cappa,G,TB,17,69.6,7,20,32,5,796,53.6,3,20,27,4,347,95.98,92.22,2021
Ereck Flowers,G,WAS,16,78.1,3,17,26,6,635,75.4,2,8,14,4,260,95.91,94.62,2021
Ben Jones,C,TEN,17,66.2,7,18,26,1,631,52.2,4,12,17,1,257,95.88,93.39,2021
Dalton Risner,G,DEN,15,73.6,5,12,21,4,504,60.8,4,10,17,3,218,95.83,92.2,2021
Germain Ifedi,T,CHI,7,70.7,1,7,10,2,240,71.8,0,7,8,1,104,95.83,92.31,2021
Robert Hunt,G,MIA,17,68.3,3,26,31,2,740,60.5,0,18,20,2,284,95.81,92.96,2021
Garett Bolles,T,DEN,14,77.8,6,11,22,5,525,75.1,4,5,12,3,228,95.81,94.74,2021
Jack Conklin,T,CLV,7,63.8,0,6,8,2,186,62.2,0,6,8,2,73,95.7,89.04,2021
Rob Havenstein,T,LA,15,76.1,5,14,26,7,600,70.2,2,12,19,5,274,95.67,93.07,2021
Jordan Mailata,T,PHI,14,83.3,1,16,20,3,461,79.4,0,8,9,1,211,95.66,95.73,2021
Quinn Meinerz,G,DEN,11,66.7,3,9,15,3,343,55.0,2,4,8,2,144,95.63,94.44,2021
Wes Schweitzer,G,WAS,10,65.9,2,8,11,1,246,49.7,2,5,8,1,99,95.53,91.92,2021
Josh Myers,C,GB,6,65.5,1,7,8,0,178,59.4,0,4,4,0,67,95.51,94.03,2021
Terron Armstead,T,NO,8,85.6,2,9,12,1,263,75.6,1,9,11,1,139,95.44,92.09,2021
Austin Reiter,C,MIA,6,53.2,1,11,12,0,262,40.5,1,7,8,0,100,95.42,92.0,2021
Taylor Lewan,T,TEN,13,71.0,5,12,21,4,456,63.4,4,9,16,3,200,95.39,92.0,2021
Matt Paradis,C,CAR,8,53.6,2,12,16,2,343,34.4,1,10,13,2,172,95.34,92.44,2021
Kolton Miller,T,LV,17,84.4,5,25,34,4,730,82.9,3,20,26,3,401,95.34,93.52,2021
Chris Lindstrom,G,ATL,17,65.3,8,23,31,0,661,64.2,7,13,20,0,259,95.31,92.28,2021
Jackson Carman,G,CIN,11,53.0,4,9,13,0,277,52.2,4,7,11,0,133,95.31,91.73,2021
Cody Whitehair,G,CHI,17,61.3,5,24,33,4,701,52.3,4,17,25,4,306,95.29,91.83,2021
Orlando Brown Jr.,T,KC,16,76.1,12,20,36,4,765,63.8,9,15,28,4,339,95.29,91.74,2021
Mike McGlinchey,T,SF,8,70.0,3,8,13,2,275,60.1,0,6,8,2,103,95.27,92.23,2021
Kelvin Beachum,T,ARZ,15,70.1,2,24,28,2,591,65.0,1,15,18,2,210,95.26,91.43,2021
Max Scharping,G,HST,15,53.8,4,13,19,2,400,34.4,2,10,14,2,156,95.25,91.03,2021
Geron Christian,T,HST,12,78.8,1,15,17,1,357,73.3,1,6,7,0,124,95.24,94.35,2021
Garrett Bradbury,C,MIN,13,43.7,6,18,26,2,546,39.2,4,11,16,1,215,95.24,92.56,2021
Brandon Scherff,G,WAS,11,72.4,1,18,19,0,398,68.6,0,12,12,0,163,95.23,92.64,2021
Jawaan Taylor,T,JAX,17,72.0,3,25,34,6,712,67.2,2,19,25,4,338,95.22,92.6,2021
Royce Newman,G,GB,17,60.2,5,21,32,6,660,35.4,2,19,26,5,230,95.15,88.7,2021
Damien Lewis,G,SEA,13,47.9,7,13,21,1,431,48.7,5,7,12,0,163,95.13,92.64,2021
Ezra Cleveland,G,MIN,17,55.5,6,27,34,1,695,40.0,4,23,28,1,280,95.11,90.0,2021
Ethan Pocic,C,SEA,11,48.4,4,12,18,2,367,27.2,2,7,11,2,123,95.1,91.06,2021
Riley Reiff,T,CIN,12,58.4,3,14,21,4,422,48.8,2,11,14,1,185,95.02,92.43,2021
Taylor Decker,T,DET,9,84.0,5,8,15,2,298,80.1,4,3,8,1,134,94.97,94.03,2021
Austin Corbett,G,LA,17,63.8,6,25,34,3,674,49.5,5,18,26,3,309,94.96,91.59,2021
Matt Hennessy,C,ATL,17,50.5,1,28,32,3,632,51.7,0,13,15,2,245,94.94,93.88,2021
Cesar Ruiz,G,NO,17,63.8,2,24,31,5,610,52.9,0,17,20,3,311,94.92,93.57,2021
Daryl Williams,G,BUF,17,72.4,9,27,40,4,778,62.2,5,21,29,3,339,94.86,91.45,2021
Patrick Mekari,T,BLT,13,73.8,1,18,23,4,447,68.1,0,15,17,2,188,94.85,90.96,2021
Graham Glasgow,G,DEN,7,70.1,2,9,13,2,251,61.6,1,6,8,1,113,94.82,92.92,2021
David Edwards,G,LA,17,70.1,2,27,35,6,674,59.3,2,19,26,5,310,94.81,91.61,2021
John Simpson,G,LV,17,62.7,5,29,37,3,710,48.7,5,20,28,3,389,94.79,92.8,2021
Ben Bartch,G,JAX,14,52.8,5,16,24,3,460,51.5,2,12,17,3,220,94.78,92.27,2021
James Hurst,T,NO,17,76.9,4,20,27,3,516,72.0,0,17,18,1,259,94.77,93.05,2021
Ryan Ramczyk,T,NO,10,73.0,2,15,19,2,361,65.1,2,13,17,2,185,94.74,90.81,2021
Ryan Kelly,C,IND,14,57.7,3,23,29,3,550,53.6,2,15,19,2,258,94.73,92.64,2021
Justin McCray,G,HST,9,35.1,3,12,19,4,360,26.7,1,8,11,2,133,94.72,91.73,2021
Charles Leno Jr.,T,WAS,17,87.3,7,23,36,6,678,79.9,5,16,25,4,278,94.69,91.01,2021
Will Hernandez,G,NYG,17,56.0,7,22,36,7,676,55.6,4,13,21,4,296,94.67,92.91,2021
Jonah Jackson,G,DET,16,56.4,9,22,35,4,648,42.2,7,19,28,2,337,94.6,91.69,2021
Isaiah Wynn,T,NE,16,70.7,5,17,28,6,518,66.7,4,8,17,5,223,94.59,92.38,2021
Cam Robinson,T,JAX,14,76.6,8,22,31,1,573,67.0,6,18,25,1,273,94.59,90.84,2021
Jason Peters,T,CHI,15,77.9,5,17,28,6,517,77.2,2,10,17,5,206,94.58,91.75,2021
Penei Sewell,T,DET,16,69.4,8,22,35,5,644,60.4,6,18,28,4,332,94.57,91.57,2021
Connor McGovern,G,DAL,14,69.2,3,12,16,1,294,53.9,2,9,12,1,122,94.56,90.16,2021
Aaron Brewer,G,TEN,11,48.7,0,8,14,6,257,47.2,0,4,7,3,116,94.55,93.97,2021
Matt Peart,T,NYG,11,62.3,1,10,15,4,272,51.8,1,7,12,4,110,94.49,89.09,2021
Jon Feliciano,G,BUF,8,55.1,4,12,16,0,290,37.3,3,10,13,0,123,94.48,89.43,2021
Christian Darrisaw,T,MIN,11,63.1,6,11,22,5,398,58.0,4,8,16,4,174,94.47,90.8,2021
Rodger Saffold,G,TEN,15,44.8,7,17,26,2,467,29.6,7,13,22,2,181,94.43,87.85,2021
Charlie Heck,T,HST,13,66.5,3,21,29,5,519,59.4,0,13,17,4,193,94.41,91.19,2021
Yosh Nijman,T,GB,10,66.9,7,10,20,3,356,53.1,6,5,13,2,126,94.38,89.68,2021
Braden Smith,T,IND,11,70.8,3,15,22,4,391,66.7,2,12,17,3,176,94.37,90.34,2021
Chris Reed,G,IND,11,55.5,5,11,16,0,284,40.5,3,8,11,0,116,94.37,90.52,2021
Duane Brown,T,SEA,17,69.9,3,22,33,8,585,58.4,3,15,24,6,211,94.36,88.63,2021
Sam Cosmi,T,WAS,9,63.4,1,11,16,4,282,57.3,0,5,8,3,115,94.33,93.04,2021
James Daniels,G,CHI,17,68.3,4,33,40,3,701,60.7,1,25,28,2,306,94.29,90.85,2021
Dennis Daley,G,CAR,12,36.4,7,10,20,3,348,21.0,7,8,18,3,180,94.25,90.0,2021
Josh Jones,G,ARZ,16,48.0,3,22,29,4,497,36.0,1,12,15,2,175,94.16,91.43,2021
Terence Steele,T,DAL,14,60.9,5,24,31,2,528,54.6,4,18,24,2,227,94.13,89.43,2021
Tom Compton,T,SF,10,69.8,2,12,18,4,304,56.9,2,10,16,4,130,94.08,87.69,2021
Brandon Shell,T,SEA,10,60.4,4,14,21,3,354,51.7,4,11,16,1,138,94.07,88.41,2021
Keith Ismael,C,WAS,9,51.7,3,7,13,3,217,41.6,2,4,8,2,96,94.01,91.67,2021
Daniel Brunskill,G,SF,17,51.0,4,27,36,5,598,27.9,3,22,30,5,240,93.98,87.5,2021
Kyle Fuller,C,SEA,10,32.3,4,11,17,2,281,22.2,2,5,8,1,115,93.95,93.04,2021
Alijah Vera-Tucker,G,NYJ,16,56.9,6,34,42,2,693,54.8,4,20,26,2,314,93.94,91.72,2021
Trey Smith,G,KC,17,63.6,8,37,49,4,805,49.5,4,29,37,4,358,93.91,89.66,2021
Jack Driscoll,G,PHI,9,73.9,3,14,18,1,293,70.5,2,10,13,1,142,93.86,90.85,2021
Nate Solder,T,NYG,16,52.7,7,23,36,6,586,48.1,5,15,25,5,243,93.86,89.71,2021
Tyre Phillips,T,BLT,8,63.1,3,13,17,1,271,56.8,2,10,12,0,108,93.73,88.89,2021
Nate Herbig,G,PHI,9,64.9,4,11,16,1,252,46.6,3,8,12,1,109,93.65,88.99,2021
D.J. Humphries,T,ARZ,16,65.5,4,31,42,7,661,55.2,1,19,26,6,239,93.65,89.12,2021
Landon Dickerson,G,PHI,14,57.1,8,21,31,2,485,43.0,5,19,24,0,226,93.61,89.38,2021
Jedrick Wills Jr.,T,CLV,13,67.9,4,19,28,5,437,46.1,1,14,19,4,151,93.59,87.42,2021
Billy Turner,T,GB,13,68.3,3,26,32,3,497,60.0,1,19,22,2,188,93.56,88.3,2021
Gabe Jackson,G,SEA,16,55.7,4,30,37,3,574,40.7,2,19,24,3,211,93.55,88.63,2021
Nate Davis,G,TEN,14,49.2,5,23,33,5,507,40.3,4,15,23,4,203,93.49,88.67,2021
Calvin Throckmorton,G,NO,17,43.7,7,25,33,1,507,38.1,4,18,23,1,252,93.49,90.87,2021
Dan Moore Jr.,T,PIT,16,58.9,9,30,46,7,704,41.1,7,26,37,4,295,93.47,87.46,2021
Hakeem Adeniji,G,CIN,9,48.9,4,16,23,3,350,42.2,3,10,15,2,162,93.43,90.74,2021
Kaleb McGary,T,ATL,16,50.6,10,22,41,9,624,52.7,2,14,21,5,245,93.43,91.43,2021
Jonah Williams,T,CIN,16,68.8,6,28,42,8,637,64.3,5,21,30,4,296,93.41,89.86,2021
Spencer Brown,T,BUF,13,51.0,5,24,30,1,451,33.4,4,19,24,1,183,93.35,86.89,2021
Matt Skura,G,NYG,14,29.5,10,20,32,2,473,10.7,6,13,20,1,183,93.23,89.07,2021
David Quessenberry,T,TEN,17,61.6,11,21,43,11,635,54.2,8,13,29,8,260,93.23,88.85,2021
Olisaemeka Udoh,G,MIN,16,39.0,6,38,45,1,662,19.8,4,32,37,1,261,93.2,85.82,2021
Justin Herron,T,NE,11,45.7,3,12,16,1,234,49.1,1,5,6,0,96,93.16,93.75,2021
John Miller,G,CAR,10,50.5,1,21,29,7,421,27.9,1,16,24,7,216,93.11,88.89,2021
Austin Jackson,G,MIA,16,49.1,6,41,49,2,708,33.3,6,27,35,2,277,93.08,87.36,2021
Cornelius Lucas,T,WAS,10,73.5,4,18,25,3,354,66.3,4,10,16,2,149,92.94,89.26,2021
Alejandro Villanueva,T,BLT,17,58.7,9,36,54,9,764,38.0,6,30,42,6,315,92.93,86.67,2021
James Hudson III,T,CLV,6,57.9,1,9,13,3,181,48.4,1,7,11,3,73,92.82,84.93,2021
Morgan Moses,T,NYJ,17,65.7,10,35,49,4,679,60.5,9,25,37,3,306,92.78,87.91,2021
Lucas Niang,T,KC,10,59.1,2,22,26,2,360,50.8,1,16,19,2,141,92.78,86.52,2021
Michael Jordan,G,CAR,11,49.0,4,22,32,6,439,29.6,3,16,25,6,216,92.71,88.43,2021
Ben Bredeson,G,NYG,7,22.7,2,10,14,2,190,36.4,0,3,5,2,96,92.63,94.79,2021
Bobby Massie,T,DEN,13,60.1,6,25,36,5,484,59.0,3,13,21,5,202,92.56,89.6,2021
Mason Cole,C,MIN,8,45.8,4,14,20,2,264,32.3,2,8,12,2,112,92.42,89.29,2021
Larry Borom,T,CHI,10,62.7,4,23,32,5,415,59.4,3,19,25,3,182,92.29,86.26,2021
Brady Christensen,T,CAR,10,63.2,4,17,25,4,321,58.1,3,13,18,2,152,92.21,88.16,2021
Greg Van Roten,G,NYJ,12,53.7,1,33,37,3,474,42.6,1,24,28,3,228,92.19,87.72,2021
Netane Muti,G,DEN,6,52.0,3,7,14,4,176,54.8,1,4,7,2,71,92.05,90.14,2021
Mark Glowinski,G,IND,16,62.6,8,28,38,2,476,58.3,6,19,27,2,226,92.02,88.05,2021
Andre Dillard,T,PHI,8,71.7,1,18,20,1,250,59.6,0,15,16,1,115,92.0,86.09,2021
Isaiah Prince,T,CIN,11,49.5,4,11,18,3,224,61.5,3,5,9,1,107,91.96,91.59,2021
Cody Ford,G,BUF,10,47.2,4,20,26,2,323,42.4,3,10,14,1,156,91.95,91.03,2021
Storm Norton,T,LAC,16,44.9,8,42,59,9,732,34.5,6,34,48,8,348,91.94,86.21,2021
Laurent Duvernay-Tardif,G,NYJ,7,52.5,6,13,20,1,248,32.5,4,9,14,1,96,91.94,85.42,2021
Trent Scott,G,CAR,7,28.6,2,13,16,1,195,11.0,2,11,14,1,100,91.79,86.0,2021
Jesse Davis,T,MIA,17,51.1,10,39,57,8,692,42.1,7,23,37,7,261,91.76,85.82,2021
Eric Fisher,T,IND,15,61.0,11,23,41,7,490,50.5,6,15,27,6,205,91.63,86.83,2021
Blake Hance,T,CLV,13,36.9,5,22,31,4,366,28.0,4,16,23,3,136,91.53,83.09,2021
Jake Curhan,T,SEA,10,37.2,4,12,20,4,230,21.1,4,8,14,2,82,91.3,82.93,2021
Liam Eichenberg,T,MIA,17,46.9,8,45,62,9,704,31.0,6,30,44,8,267,91.19,83.52,2021
Andrew Wylie,T,KC,8,57.8,2,23,29,4,328,49.7,1,17,21,3,150,91.16,86.0,2021
Cameron Erving,T,CAR,9,49.7,7,21,31,3,348,39.0,5,13,21,3,160,91.09,86.88,2021
Saahdiq Charles,G,WAS,5,62.3,2,9,15,4,164,54.2,0,7,11,4,74,90.85,85.14,2021
Jalen Mayfield,G,ATL,16,27.6,21,25,57,11,622,11.3,14,16,41,11,246,90.84,83.33,2021
Alex Leatherwood,G,LV,17,29.0,17,40,65,8,708,23.4,13,35,53,5,388,90.82,86.34,2021
Rashod Hill,T,MIN,6,39.3,6,11,20,3,215,18.5,5,8,14,1,77,90.7,81.82,2021
Brandon Parker,T,LV,14,54.0,12,33,53,8,556,51.0,8,24,39,7,284,90.47,86.27,2021
Matt Nelson,T,DET,13,45.8,4,34,41,3,416,36.8,4,31,37,2,226,90.14,83.63,2021
Julie'n Davenport,T,IND,5,28.8,4,12,20,4,171,19.6,3,9,16,4,90,88.3,82.22,2021
Tristan Wirfs,T,TB,13,90.5,1,2,5,2,626,90.0,0,1,2,1,270,99.2,99.26,2022
Corey Linsley,C,LAC,14,90.2,0,5,5,0,552,83.4,0,4,4,0,251,99.09,98.41,2022
Rodney Hudson,C,ARZ,4,66.9,0,3,3,0,202,74.1,0,3,3,0,70,98.51,95.71,2022
Lane Johnson,T,PHI,15,89.8,0,9,9,0,551,89.5,0,6,6,0,245,98.37,97.55,2022
Jason Kelce,C,PHI,17,82.0,0,11,11,0,653,73.4,0,8,8,0,290,98.32,97.24,2022
Chris Lindstrom,G,ATL,17,81.7,1,6,9,2,517,78.7,0,4,4,0,152,98.26,97.37,2022
Ben Powers,G,BLT,17,86.5,1,11,12,0,597,76.3,0,6,6,0,234,97.99,97.44,2022
Josh Myers,C,GB,17,74.3,2,8,13,3,643,60.0,2,7,11,2,238,97.98,95.38,2022
Jake Brendel,C,SF,17,71.9,2,9,12,1,591,59.6,2,4,7,1,265,97.97,97.36,2022
Frank Ragnow,C,DET,16,68.9,0,12,13,1,627,56.1,0,8,9,1,300,97.93,97.0,2022
Ethan Pocic,C,CLV,13,71.5,0,8,10,2,461,67.2,0,6,8,2,229,97.83,96.51,2022
Mike Onwenu,G,NE,17,83.1,2,11,14,1,634,78.6,1,10,11,0,331,97.79,96.68,2022
Connor Williams,C,MIA,17,69.1,2,10,15,3,676,54.5,1,9,12,2,214,97.78,94.39,2022
Joe Thuney,G,KC,15,89.6,4,10,15,1,675,81.4,2,9,12,1,290,97.78,95.86,2022
Kevin Dotson,G,PIT,17,77.6,4,8,16,4,686,75.2,3,6,13,4,372,97.67,96.51,2022
Creed Humphrey,C,KC,17,79.7,2,16,18,0,769,69.0,1,11,12,0,327,97.66,96.33,2022
Nick Leverett,G,TB,11,71.0,4,8,12,0,513,75.7,3,5,8,0,229,97.66,96.51,2022
Jawaan Taylor,T,JAX,17,76.4,0,11,16,5,675,74.3,0,9,13,4,286,97.63,95.45,2022
James Ferentz,C,NE,7,74.5,0,2,4,2,165,75.8,0,0,2,2,84,97.58,97.62,2022
